#S W T DMe thres logL Z DMi DMh DMs
1.422602604957768690e+00 2.368545877781373932e+00 2.384302389744674997e+02 1.238932299241584815e+03 3.595064519084885113e-01 4.441505457337678564e+01 1.316592609386244561e+00 1.176996381770435164e+03 1.403845577707822088e+02 3.095730898439414069e+00
1.311147315403675240e+00 6.899403305011523990e+00 3.319535812158034105e+01 2.618160168626470181e+02 2.106404739669154313e-01 4.245157170765451582e+01 2.439824475876921639e-01 2.065746526958268987e+02 5.762126312781121840e+01 1.109802427651269596e+01
8.084083524692465827e-01 7.540801961897392047e+00 2.637921353198378711e+03 2.056567344603440233e+03 2.014831916541102719e-01 4.482111505070067636e+01 2.315841973714682922e+00 1.998643620234288392e+03 1.455564664498308503e+02 4.650945008728282204e+01
3.513089426511483149e-01 5.070593708795182231e+00 2.637921353198378711e+03 4.332874926495352383e+02 2.457073697380417199e-01 4.256933162405649540e+01 4.037936706348468352e-01 3.497418989191413630e+02 1.102488941606913784e+02 7.031881527465872139e+00
2.704576075559548820e-01 2.140196680348934422e+01 4.755822685323851147e+03 2.438615739343456880e+03 1.195971268486113320e-01 4.441844740722908114e+01 2.855922172822504823e+00 2.401761870508278207e+03 1.184720297758335334e+02 2.363362022002381480e+01
5.041670603214999380e-01 9.872273985359752757e+00 4.755822685323851147e+03 4.586471305544273491e+02 1.760917419303545117e-01 4.271999871008606675e+01 4.286288088466619906e-01 3.723051932546003968e+02 1.199105230497746106e+02 3.440055988390305686e+00
1.623610117389443719e+00 2.340979941928186481e+00 4.755822685323851147e+03 9.388469247720836393e+02 3.616169203128584697e-01 4.410209279850086972e+01 9.877082368515482935e-01 8.840873899417927078e+02 6.842420070160738987e+01 4.042177772672120284e+01
5.230001507165839003e-01 3.481369685905947531e+00 4.755822685323851147e+03 2.284928849497216561e+03 2.965326493865794721e-01 4.450291484107300732e+01 2.606423163107662866e+00 2.218899466884286085e+03 1.926290389716160689e+02 4.550085592935471368e+01
5.736830552745548761e-01 1.189370955818183972e+00 4.755822685323851147e+03 4.301540400636088179e+02 5.073281084976709598e-01 4.246207737276154859e+01 2.944844172749355726e-01 2.513570578520863137e+02 2.169623036978691459e+02 1.448760363073056645e+01
2.225298766761426295e-01 1.670935457771780719e+01 1.228369980011735834e+03 1.947197257780284644e+03 1.353529582342162252e-01 4.403010784205167738e+01 2.076298635393640790e+00 1.811285282043409552e+03 3.754305672225798958e+02 4.267525827042260289e+01
1.496074929652324492e+01 6.193927589604916406e+00 5.336054321032884218e+02 6.893448186302998693e+02 2.223128301860078926e-01 4.485332986078877582e+01 7.629397150557656326e-01 6.790377785605604686e+02 1.273253627848311353e+01 5.438154005131668356e+00
1.937596021372472554e+00 2.415104921715893749e+00 7.185725513385229988e+02 1.575293591398833541e+03 3.560242563961013018e-01 4.463508809260694221e+01 1.747041119353402561e+00 1.543803211883004906e+03 5.895264932091254906e+01 2.755271807311261867e+01
3.284562541968276128e-01 5.798198967951991634e+00 1.520156699594825568e+03 5.713834599245634536e+02 2.297740781335445848e-01 4.272455512822011769e+01 6.037223451552102826e-01 5.326715408374427625e+02 3.175708130370401605e+01 3.032608836015193177e+01
1.931074576970943923e-01 1.408180570163087886e+01 1.520156699594825568e+03 2.157537116060260814e+03 1.474410502093619346e-01 4.419054379819818479e+01 2.403083982180004075e+00 2.065849403342233927e+03 2.733251256950347283e+02 3.869586081840438396e+01
3.585424791904194830e-01 2.697184425775530858e+00 2.168497124517714099e+02 9.100243516237432004e+02 3.368932176797729827e-01 4.330289298979950985e+01 9.840483156607964244e-01 8.807815990433531397e+02 4.586275075212777352e+01 1.215628325028050227e+01
3.144818298231781273e-01 1.452563678247781809e+01 2.168497124517714099e+02 2.227273501649733134e+03 1.451710437605333026e-01 4.426346849933977268e+01 2.465939169213384297e+00 2.113337246893568135e+03 3.712319496378444228e+02 2.366417851502212599e+01
8.790161852947109278e-01 9.118182546330212190e+00 8.256656733515378619e+02 1.306834891231623942e+03 1.832286780319646313e-01 4.430985812756659925e+01 1.445092366393848193e+00 1.288562836032469704e+03 3.258882490033118984e+01 1.208803778544788088e+01
7.736436436267354333e-01 1.536457772817846124e+00 8.256656733515378619e+02 7.496058812187864078e+02 4.463620619243789944e-01 4.350571567056299216e+01 7.809337729869679778e-01 6.955511811824243296e+02 6.294230013310696137e+01 3.332554075033007734e+01
7.399198698731266344e-01 4.280401431612221863e+00 8.955263756974467469e+03 8.077596893541390273e+02 2.674270534231560359e-01 4.314980809338899803e+01 6.470511157499521104e-01 5.725221803485325154e+02 3.605355586807407349e+02 2.691264299318283548e+01
