#S W T DMe thres logL Z DMi DMh DMs
2.873836780144708669e+01 9.587436547472851345e+00 8.848111578299471702e+00 8.105471123984435735e+02 8.338791578675040839e+00 4.499692511553480045e+01 8.150849387594967244e-01 7.268454559952308500e+02 1.470987142701988262e+02 4.826901616495033132e+00
4.985175942630068846e+01 9.008219829294180414e+00 1.197401593662956953e+00 1.035795389378258278e+03 8.602702069121768602e+00 4.519747764262055512e+01 7.759089952859885564e-01 6.909398712945221632e+02 5.676859481890813868e+02 4.474606844983560450e+01
1.835627682981478586e+02 1.174419988671888682e+00 2.288626985460338492e+00 4.286602446671634539e+02 2.382553455243200702e+01 4.521366288608570727e+01 4.581911357913417415e-01 3.992446150217845684e+02 1.280950319819751115e+01 3.008410720441502306e+01
3.961356136628411662e+01 8.238387045273350973e-01 2.162607619835182238e+00 1.338407355510555590e+02 2.844679052168797995e+01 4.319526339886029120e+01 1.159455782911171795e-01 9.578302072921181320e+01 7.891538541891008229e+00 3.457880003340981290e+01
3.114408420168141944e+01 1.095579822487547261e+00 5.624056668174569396e+00 5.027395178321997946e+02 2.466791014991982678e+01 4.471049717805506418e+01 5.520940873704944796e-01 4.852360933121771609e+02 1.958899738449078853e+01 7.577964321772078904e+00
3.905001449629713051e+01 1.146271180121533639e+01 5.624056668174569396e+00 4.524942517599326379e+02 7.626243779818473456e+00 4.474736156727352210e+01 4.704219412493851893e-01 4.104206812721523079e+02 3.480936273913751222e+01 2.705653845279725900e+01
1.185686738158800182e+02 3.498043018025701834e+00 1.120991889101121020e+00 4.418248957245034489e+02 1.380517122238600081e+01 4.442858818831569323e+01 2.163493972907323259e-01 1.823053788658256451e+02 2.734521000081957709e+02 4.221430790803907485e+01
6.295445419729949776e+01 3.607210658524040880e+00 1.443720184522793026e+01 1.434419654399254682e+02 1.359466836620920205e+01 4.329604294842310708e+01 8.509895541779488592e-02 6.981713273422322175e+01 5.149125141024964591e+01 2.839897765151778586e+01
2.058596055526445667e+01 3.593411857941857246e+00 5.722997066317263126e+00 3.240898528170555437e+02 1.362074530677611151e+01 4.390930390793388227e+01 2.749562291781070256e-01 2.339824384775624821e+02 8.178864548290758307e+01 3.309436372436181983e+01
2.416059006558013422e+01 1.512137523525395988e+00 2.526943165463655916e+01 7.583526599351987443e+02 2.099707140870505384e+01 4.500973595035484465e+01 8.248388362482983460e-01 7.357747846913052854e+02 3.046196778027832508e+01 1.073901580474744222e+01
